1|46093|41409|-3504
10|43605|50792|-3000
11|44348|51254|-2932
12|44353|51577|-2852
13|44709|51597|-2817
14|44736|51071|-2842
15|45356|51628|-2842
16|45979|51056|-2842
17|46019|51542|-2817
18|46027|52172|-2801
19|45366|52221|-2801
2|45551|47274|-3000
20|44697|52205|-2800
21|46397|51576|-2850
22|46386|51239|-2930
23|46686|51261|-2999
24|46915|51485|-2981
25|47347|51524|-3000
26|47100|50805|-3000
27|47482|49836|-3000
28|47463|49002|-3000
29|47067|48129|-3000
3|44783|47372|-3000
30|46144|47519|-3000
31|43392|50494|-3000
32|40566|52890|-3263
33|49705|53879|-3303
34|46585|50405|-3064
35|46941|49168|-3064
36|45497|48037|-3064
37|43750|49043|-3064
38|44158|49635|-3064
39|43825|50257|-3064
4|44021|47766|-2999
40|47919|49852|-2989
41|45716|49762|-3064
42|45766|49466|-3064
43|45482|49104|-3064
44|44960|49368|-3064
45|44953|49699|-3064
46|45271|49933|-3064
47|47985|49198|-3000
48|44602|46948|-2988
49|43996|47216|-3000
5|43643|48227|-2999
50|42749|50135|-2987
51|42940|50714|-2999
6|43283|48895|-3000
7|43103|49495|-3000
8|43129|50019|-3000
9|43993|51206|-3000
__EOF
