1|-14356|123681|-3121
10|-14396|123468|-3121
11|-15250|123918|-3121
12|-16428|124145|-3121
13|-17001|124148|-3160
14|-14574|122749|-3121
15|-14585|121360|-2993
16|-14790|120480|-3080
17|-13116|126088|-3149
18|-12991|125549|-3146
19|-13546|125504|-3132
2|-12723|123644|-3121
20|-13527|125202|-3139
21|-13566|124933|-3134
22|-12733|124920|-3134
23|-12562|124856|-3130
24|-12150|124044|-3103
25|-13170|124841|-3122
26|-13175|124487|-3126
27|-13501|124499|-3126
28|-14769|124621|-3118
29|-14921|124214|-3118
3|-11766|123668|-3078
30|-14919|124035|-3121
31|-15277|123424|-3112
32|-13551|122771|-3109
33|-14129|122593|-3121
34|-14128|121736|-2993
35|-13288|122198|-2993
36|-13801|121700|-2972
37|-14097|121456|-2993
38|-14116|122094|-2993
39|-13093|122265|-2993
4|-12228|123550|-3105
40|-13099|121706|-2972
41|-13280|122675|-3058
42|-13018|122662|-3121
43|-12718|122782|-3121
44|-12229|122848|-3106
45|-13808|122790|-3121
46|-15303|124657|-3119
47|-12703|123151|-3106
5|-13519|123699|-3120
6|-14313|124585|-3126
7|-14334|124899|-3134
8|-14228|126168|-3149
9|-14164|126834|-3171
__EOF
