1|164870|-48096|-3561
10|169102|-57943|-3805
11|169363|-60839|-3891
12|168191|-61110|-3895
13|167665|-58736|-3867
14|168541|-59741|-3879
15|172173|-57266|-3429
16|173168|-58035|-3325
17|173426|-60089|-3282
18|175838|-61149|-3079
19|177256|-62502|-3056
2|165771|-47178|-3585
20|174542|-59725|-3281
21|173166|-61467|-3251
22|173756|-56721|-3241
23|174456|-56074|-3279
24|175309|-53153|-3447
25|174477|-54419|-3434
26|176379|-54795|-3390
27|175831|-55817|-3232
28|176739|-57554|-3230
29|177679|-58241|-3203
3|166711|-47462|-3550
30|178889|-57588|-3118
31|177593|-56234|-3383
32|176614|-55990|-3340
33|177954|-57347|-3268
34|175438|-52499|-3441
35|174630|-50643|-3424
36|173613|-49789|-3421
37|171740|-49695|-3563
38|173161|-47905|-3382
39|171231|-47926|-3556
4|169431|-51491|-3418
40|172260|-48756|-3512
41|171938|-46198|-3455
5|168325|-49505|-3495
6|166913|-49729|-3575
7|170183|-54859|-3476
8|169835|-53314|-3440
9|170292|-56949|-3593
__EOF
