1|108460|-174084|-405
10|113478|-174918|-613
11|113711|-176125|-719
12|114995|-176514|-783
13|115406|-178074|-933
14|115551|-178522|-940
15|115905|-179126|-1010
16|116702|-180010|-1173
17|116635|-181557|-1431
18|116637|-182366|-1521
19|116628|-182913|-1563
2|107877|-174410|-408
20|116493|-184501|-1579
21|117997|-182417|-1545
22|115790|-183341|-1483
23|116142|-181553|-1361
24|116176|-181182|-1344
25|115843|-181171|-1344
26|115854|-181534|-1344
28|115622|-182660|-1452
29|115390|-182679|-1446
3|107595|-174050|-408
30|115399|-182207|-1446
31|115590|-182204|-1452
34|115123|-179693|-884
35|115105|-180019|-876
36|114852|-180005|-876
37|114843|-179696|-876
38|116078|-178529|-954
39|115025|-178547|-870
4|108546|-173349|-557
40|114723|-178811|-823
41|114493|-178828|-818
42|114486|-178557|-817
43|114503|-178255|-818
45|115690|-177802|-899
46|116176|-177728|-889
47|116179|-177338|-888
48|115788|-177416|-889
49|115100|-178165|-897
5|109100|-173784|-555
50|114778|-178236|-824
6|108953|-174401|-557
7|108179|-174764|-409
8|110603|-173708|-558
9|112702|-173748|-613
__EOF
