1|-71163|258221|-3112
10|-83200|244144|-3733
11|-83874|243473|-3733
12|-83926|242701|-3733
13|-84612|242688|-3733
14|-84604|243274|-3733
15|-86365|244643|-3730
16|-86284|240968|-3729
17|-82228|241297|-3733
18|-90730|248210|-3575
19|-89722|248854|-3579
2|-71225|258545|-3113
20|-89681|248483|-3578
21|-90087|249176|-3579
22|-89079|250120|-3579
23|-88340|249002|-3579
24|-88039|249935|-3600
25|-85793|251429|-3591
26|-84765|249944|-3423
27|-82076|245826|-3707
28|-83702|244807|-3733
29|-84119|244559|-3733
3|-71497|258523|-3113
30|-84343|245053|-3733
31|-84557|245404|-3727
32|-85253|244694|-3730
33|-85575|244398|-3733
34|-84831|244215|-3733
35|-85272|243807|-3733
36|-85922|244341|-3733
37|-86456|243654|-3733
38|-85429|243008|-3733
39|-84980|243478|-3733
4|-71469|258219|-3113
40|-85898|241387|-3733
41|-86517|242043|-3733
42|-87239|242939|-3733
43|-86034|242833|-3733
44|-86349|242997|-3726
45|-86376|243188|-3725
46|-86663|242916|-3726
47|-86553|242781|-3726
48|-86441|242519|-3732
49|-85010|242675|-3733
5|-71800|257842|-3112
50|-84745|242394|-3733
51|-84229|239856|-3744
52|-85075|240539|-3733
53|-83932|241292|-3733
54|-85036|242162|-3733
55|-83065|241179|-3733
56|-82896|241896|-3733
57|-83856|240835|-3724
58|-84177|240455|-3724
59|-84664|241033|-3733
6|-73382|256041|-3128
60|-82171|243317|-3733
61|-83319|242219|-3733
62|-83126|242574|-3726
63|-83149|242959|-3726
64|-83376|242824|-3726
65|-81586|243418|-3720
66|-81965|243826|-3720
67|-82303|243418|-3732
7|-76090|252814|-3333
8|-79858|248323|-3632
9|-82459|244947|-3726
__EOF
