1|-80783|149802|-3045
10|-82192|150241|-3133
11|-83063|150840|-3133
12|-83949|149802|-3133
13|-84517|149714|-3132
14|-84622|150373|-3133
15|-84568|150852|-3132
16|-83532|150910|-3133
17|-83032|151856|-3133
18|-83034|152720|-3182
19|-82228|149712|-3133
2|-80804|150627|-3048
20|-81904|149708|-3133
21|-82065|149518|-3129
22|-82330|149359|-3129
23|-81857|149341|-3129
24|-81721|152055|-3128
25|-81394|152055|-3129
26|-83019|151577|-3132
27|-84500|152709|-3182
28|-85262|152760|-3171
29|-84562|153157|-3182
3|-80801|150824|-3039
30|-84725|153180|-3169
31|-80757|152737|-3182
32|-79114|152754|-3182
33|-78377|152758|-3185
34|-83062|153955|-3182
35|-83051|154831|-3182
36|-83015|155442|-3181
37|-81933|154858|-3181
38|-81191|154815|-3182
39|-80764|154812|-3182
4|-80789|151064|-3048
40|-80771|153956|-3182
41|-80468|153319|-3182
42|-80758|153306|-3181
43|-79800|153679|-3174
44|-79414|153339|-3164
45|-79398|153857|-3165
46|-79976|153306|-3165
47|-80438|153590|-3181
48|-81558|154003|-3182
49|-81895|153979|-3182
5|-81721|151640|-3133
50|-82268|153985|-3182
51|-82281|153359|-3178
52|-81913|153363|-3178
53|-81560|153352|-3178
54|-81888|153492|-3178
55|-80715|155137|-3174
56|-80372|155510|-3164
57|-80342|154998|-3165
58|-80857|155512|-3165
59|-79695|154671|-3182
6|-81693|150803|-3133
60|-77791|155941|-3198
61|-77393|156474|-3208
62|-77531|157134|-3231
63|-79115|154296|-3181
64|-83425|149577|-3131
65|-83210|149721|-3133
66|-82924|149583|-3133
67|-82897|149091|-3113
68|-83449|149071|-3123
69|-83380|148730|-3147
7|-81666|150551|-3133
70|-83668|148275|-3169
71|-80281|150833|-3044
72|-79361|150827|-3044
73|-79847|150087|-3048
74|-80809|151554|-3048
75|-79800|151563|-3048
8|-80767|150169|-3048
9|-81899|150311|-3133
__EOF
