0|12256|15406|-4569
1|9701|15581|-4584
10|15174|16006|-4392
11|7574|17704|-4380
12|10800|14339|-4245
13|11131|14263|-4256
14|10480|14413|-4256
15|16206|13879|-3710
16|11980|16720|-4613
17|11985|17290|-4584
18|12271|17453|-4583
19|11567|17694|-4597
2|10076|16643|-4584
20|11946|18133|-4577
21|12873|17924|-4577
22|11097|17517|-4586
23|15972|14206|-3752
24|15952|14433|-3800
25|16144|14806|-3952
26|17102|13320|-3751
27|21076|11682|-3724
28|25230|11017|-3736
29|25857|11032|-3736
3|9769|16884|-4598
30|28073|11042|-4235
31|28293|11030|-4235
32|12880|16219|-4600
33|12359|15011|-4584
34|12086|16434|-4600
35|13493|17193|-4583
36|13015|16730|-4587
37|13721|16583|-4600
38|12829|17359|-4583
39|12853|17717|-4577
4|10523|17061|-4599
40|10232|15653|-4577
41|9970|16235|-4584
42|10593|15477|-4584
43|10708|14992|-4344
44|10901|15012|-4367
45|11043|14978|-4352
46|11215|14850|-4351
47|11616|15296|-4584
48|11627|15610|-4568
49|12195|15959|-4558
5|10962|16248|-4608
50|12407|15928|-4584
51|12454|16333|-4600
53|12177|17002|-4600
54|12682|16917|-4600
55|11639|16424|-4637
56|16312|14876|-3989
57|11817|17097|-4639
58|11489|17340|-4637
59|11100|17264|-4648
6|11685|16179|-4584
60|10891|16943|-4656
61|10950|16568|-4648
62|11262|16356|-4648
63|10469|16789|-4587
64|11424|17065|-4664
65|11187|16876|-4672
66|11341|16682|-4664
67|11563|16825|-4672
69|16767|15019|-4119
70|16829|15166|-4160
71|16848|15365|-4209
72|16796|15501|-4242
73|16668|15606|-4258
74|16536|15669|-4285
75|6309|17926|-4264
76|6039|18104|-4224
77|6064|18427|-4146
78|6187|18598|-4073
79|6377|18704|-4008
8|11849|15875|-4568
80|6682|18817|-3940
81|6792|18906|-3893
82|6868|19084|-3828
83|6872|19246|-3780
84|6789|19549|-3722
85|6693|19662|-3706
86|6488|19750|-3696
87|6215|19807|-3705
9|11189|16041|-4600
__EOF
