1|83436|209248|-5439
10|84466|213824|-5441
11|85532|213835|-5439
12|86317|213821|-5439
13|85525|213191|-5441
14|85515|212718|-5439
15|85518|211916|-5438
16|86352|212080|-5441
17|84544|211746|-5418
18|85523|211225|-5438
19|85611|210431|-5441
2|83494|209965|-5441
20|86121|210337|-5440
21|86162|209196|-5439
22|87082|212029|-5441
23|87174|211325|-5440
24|87179|210030|-5441
25|88038|209940|-5440
26|88110|209272|-5439
27|88595|209212|-5440
28|89130|209217|-5439
29|89978|209267|-5441
3|84529|210008|-5440
30|89981|210653|-5439
31|89251|210655|-5439
32|91327|210610|-5441
33|91428|209669|-5440
34|92494|209629|-5438
35|92535|210688|-5441
36|92993|210791|-5441
37|93764|210667|-5441
38|93746|209248|-5439
39|93001|211694|-5439
4|84533|209222|-5439
40|93501|211688|-5439
41|91955|211714|-5440
42|91793|211934|-5441
43|91025|211983|-5440
44|89980|211998|-5439
45|89230|211997|-5439
46|89998|212979|-5441
47|89994|213787|-5440
48|90721|213788|-5440
49|90853|213083|-5440
5|84519|211116|-5441
50|92139|213063|-5439
51|92136|213538|-5439
52|92802|213101|-5441
53|92951|213783|-5440
54|93692|213882|-5439
55|93737|214340|-5440
56|93746|214910|-5439
57|93739|215770|-5441
58|93703|216986|-5441
59|93231|217098|-5441
6|83440|211097|-5439
60|92836|216981|-5440
61|92749|216543|-5441
62|92834|214941|-5441
63|93113|218243|-5439
64|92911|219191|-5441
65|93053|219515|-5441
66|93679|219520|-5438
67|92318|218232|-5438
68|91450|218230|-5439
69|93772|218243|-5439
7|83433|211689|-5439
70|92129|219257|-5441
71|92021|219497|-5440
72|91137|219513|-5438
73|90491|219513|-5439
74|89791|219520|-5441
75|89136|219515|-5439
76|89170|218507|-5441
77|89465|218380|-5440
78|89465|217552|-5439
79|89458|216758|-5439
8|83436|212674|-5440
80|89462|215981|-5441
81|90579|215984|-5439
82|90532|217488|-5441
83|90282|217647|-5441
84|90245|218401|-5439
85|90634|215204|-5438
86|91821|215243|-5441
87|91940|216550|-5439
88|89180|215900|-5441
89|89136|214914|-5438
9|83432|213820|-5438
90|89140|213820|-5439
91|88054|213779|-5439
92|88056|212787|-5441
93|88049|211917|-5439
94|88046|211332|-5439
__EOF
