1|350|235053|-3268
10|5033|237951|-3292
11|5589|237464|-3241
12|5191|236621|-3292
13|4872|235275|-3184
14|3719|233979|-3329
15|2184|234368|-3380
16|1530|233271|-3319
17|1395|235253|-3357
18|1519|236632|-3330
19|3683|236942|-3365
2|876|235864|-3267
20|4303|236283|-3270
21|3756|235611|-3340
22|2316|237993|-3349
23|2558|236317|-3407
24|2152|237269|-3359
25|2858|241466|-2495
26|3278|242646|-2471
27|4691|243902|-1932
28|7306|245308|-1914
29|9169|245577|-1974
3|845|237196|-3204
30|10332|246801|-2023
31|10875|246103|-2004
32|10278|245331|-1997
33|10271|244640|-2004
34|10247|248192|-1958
35|10923|248318|-2000
36|11168|250611|-2037
37|12298|251916|-1934
38|13273|253670|-1975
39|13679|255492|-2017
4|1432|237760|-3194
40|4306|243187|-1936
41|5431|242979|-1928
42|5957|241554|-1974
43|7110|240890|-2029
44|6720|239440|-1968
45|7978|238102|-1987
46|7952|236805|-1983
47|9545|238509|-2007
48|9467|237513|-1982
49|10488|237501|-1971
5|920|238254|-3086
50|11275|236683|-1941
51|10997|235494|-1969
52|9355|235488|-1970
53|8581|239646|-1898
6|1643|239080|-3109
7|2451|240077|-2949
8|3439|239217|-3138
9|3962|238065|-3275
__EOF
