0|111972|16033|-5130
1|119660|16074|-5128
10|115359|15336|-5102
100|110925|16033|-2129
101|114670|19795|-2898
102|115356|19792|-2892
103|116738|19194|-2516
104|117777|18179|-2508
105|118346|16789|-2139
106|118352|16044|-2129
107|117448|16030|-2129
108|117303|16452|-2129
109|115710|16062|-2129
11|114374|16383|-5099
110|114921|16300|-2129
111|114908|15768|-2129
112|114361|15791|-2129
113|114415|16279|-2129
114|111850|16041|-2129
115|112041|15688|-2129
116|113600|16073|-2129
117|114636|15023|-2129
118|114651|17151|-2129
119|113898|16825|-2129
12|114991|16395|-5102
120|113916|15319|-2129
121|115390|15312|-2129
122|115391|16814|-2129
123|114671|18245|-2129
124|114671|13935|-2129
125|116059|14701|-2129
126|115929|17386|-2129
127|113318|17389|-2129
128|113404|14740|-2129
129|112457|14609|-1776
13|114961|15716|-5102
130|113177|13883|-1758
131|114132|13485|-1426
132|116875|17543|-1758
133|116146|18259|-1758
134|115171|18650|-1420
135|114369|13620|-1416
136|114642|14003|-1415
137|113302|14672|-1416
138|112709|16075|-1416
139|112232|16057|-1416
14|113676|16054|-5102
140|113316|17430|-1415
141|114677|18031|-1416
142|114976|18514|-1416
143|116008|17430|-1416
144|116662|16050|-1416
145|117107|16076|-1416
146|115983|14736|-1415
147|118393|16058|-1416
148|118369|15361|-1415
149|117783|13969|-1034
15|114655|15048|-5102
150|116773|12920|-1032
151|115371|12356|-650
152|114611|12332|-647
153|110923|16117|-1416
154|110933|16769|-1411
155|111507|18174|-1035
156|112495|19183|-1033
157|113929|19778|-650
158|114630|19796|-647
159|114620|18858|-647
16|114645|17055|-5102
160|114679|17228|-647
161|115782|17838|-647
162|116200|16942|-647
163|115028|17051|-647
164|114160|16922|-647
165|113767|17646|-647
166|112951|17192|-647
167|113661|16443|-647
168|113784|15519|-647
169|114259|15063|-647
17|115573|17002|-5101
170|114639|14903|-647
171|115190|15207|-647
172|115657|15638|-647
173|115850|16047|-647
174|115537|16580|-647
175|113443|16068|-647
176|112980|15089|-647
177|113664|14411|-647
178|114632|13268|-647
179|115539|14512|-647
18|115415|17722|-5101
180|116265|14932|-647
181|116889|16065|-647
182|112495|16034|-647
183|115072|13420|-647
184|116107|13858|-281
185|116836|14577|-276
186|117244|15538|63
187|112052|16563|65
188|112460|17529|-287
189|113172|18239|-276
19|116300|16935|-5102
190|114269|18700|-647
191|112196|16292|65
192|112605|16076|65
193|113248|17396|65
194|114637|18414|65
195|114671|18019|65
196|116005|17398|65
197|117124|15782|65
198|116677|16000|65
199|115987|14659|65
2|118172|16054|-5127
20|113699|17037|-5102
200|114650|13640|65
201|114668|14036|65
202|113247|14660|65
203|114617|12345|65
204|113948|12341|74
205|112570|12922|442
206|111518|13948|454
207|110942|15363|834
208|110954|16061|834
209|114722|19765|65
21|112935|16856|-5102
210|115348|19775|70
211|116747|19200|446
212|117785|18187|455
213|118359|16774|831
214|118358|16157|834
215|111872|16084|926
216|112353|16880|926
217|112681|14713|926
218|114228|14029|926
219|115048|14026|926
22|113808|17770|-5102
220|116624|14686|926
221|117387|16078|926
222|116858|17021|926
223|114664|14131|926
224|114649|15061|926
225|114662|17501|926
226|115911|17357|926
227|113387|17406|926
228|113909|15067|926
229|114683|16299|926
23|113736|15132|-5102
230|114663|15684|926
231|115971|16311|926
232|113919|16300|926
233|115698|15277|926
234|113178|15290|926
235|113052|16020|926
236|114666|16910|926
237|113121|17640|926
238|114662|18812|926
239|116168|17680|926
24|113954|14322|-5102
240|114680|19418|933
241|114158|19975|933
242|115388|19592|933
243|115486|19795|933
244|116667|19370|933
245|117419|18640|933
246|116815|19025|1432
247|117435|18450|1432
248|116865|19189|1432
249|115206|19897|1945
25|113011|15262|-5102
250|114643|19357|1945
26|115554|15171|-5102
27|115417|14378|-5102
28|116421|15272|-5102
29|116828|17550|-4733
3|117341|16045|-5102
30|116131|18270|-4733
31|115172|18665|-4388
32|113556|13625|-4580
33|113163|13871|-4733
34|112141|15240|-4973
35|111964|15809|-5102
38|109950|16057|-5122
39|114357|13600|-4380
4|117330|16413|-5102
40|114625|13897|-4379
41|113218|14621|-4377
42|112490|16072|-4380
43|113232|17456|-4380
44|114702|18254|-4377
45|114897|18503|-4380
46|115947|17511|-4380
47|116813|16087|-4380
48|115946|14567|-4380
49|118380|16031|-4380
5|115675|16057|-5102
50|118369|15361|-4375
51|117796|13968|-4006
52|116781|12923|-3993
53|115322|12362|-3611
54|114706|12339|-3611
55|110916|16090|-4380
56|110928|16768|-4378
57|111514|18168|-3998
58|112534|19193|-3989
59|113927|19766|-3613
6|114298|15717|-5102
60|114682|19773|-3611
61|114665|18835|-3611
62|114673|13302|-3611
63|115027|13436|-3611
64|113689|16075|-3611
65|114661|17027|-3611
66|114296|18703|-3611
67|114640|15172|-3611
68|115607|16072|-3611
69|115138|15592|-3611
7|115357|16780|-5102
70|114141|15565|-3611
71|114156|16560|-3611
72|115160|16576|-3611
73|115902|17313|-3611
74|115937|14762|-3611
75|113423|14864|-3611
76|113472|17293|-3611
77|113208|18294|-3261
78|112459|17542|-3244
79|112079|16591|-2907
8|113930|16809|-5102
80|117248|15567|-2898
81|116842|14604|-3250
82|116138|13887|-3240
83|116881|16076|-3611
84|112471|16053|-3611
85|112207|16392|-2898
86|112559|16132|-2898
87|113253|17450|-2898
88|114655|18099|-2898
89|116136|17441|-2898
9|113936|15344|-5102
90|116702|16062|-2898
91|117106|15799|-2898
92|115968|14715|-2898
93|114637|14059|-2898
94|113329|14648|-2898
95|114630|12330|-2898
96|113947|12362|-2893
97|112560|12928|-2525
98|111519|13934|-2515
99|110937|15329|-2132
__EOF
