10|146685|-52629|-2744
11|146550|-52689|-2735
12|146417|-52627|-2743
13|148194|-53105|-2742
14|148554|-53109|-2735
15|148997|-52616|-2744
16|148874|-52678|-2735
17|148743|-52612|-2743
18|147703|-55114|-2744
19|147942|-55263|-2744
2|147708|-53898|-2734
20|147718|-56079|-2783
21|147482|-55326|-2744
22|147453|-56025|-2792
23|147999|-55988|-2783
24|148236|-56377|-2783
25|148855|-55494|-2783
26|148288|-55525|-2783
27|147167|-56391|-2783
28|146568|-55489|-2783
29|146784|-56385|-2783
3|147841|-53813|-2734
30|148619|-56345|-2792
31|149256|-55948|-2792
32|149312|-56455|-2792
33|147721|-57288|-2791
34|146112|-56464|-2783
35|146797|-55992|-2783
36|147701|-56483|-2783
37|148627|-55977|-2791
38|148295|-55793|-2792
39|145493|-56902|-2992
4|147710|-52758|-2734
40|144854|-57485|-2992
41|144926|-56264|-2991
42|144684|-55677|-2991
43|144259|-55767|-2976
44|144864|-55106|-2983
45|145023|-54711|-2975
46|145793|-57875|-2983
47|146193|-57934|-2990
48|146391|-57560|-2976
49|146599|-58255|-2983
5|148027|-52474|-2744
50|146679|-58695|-2983
51|146811|-58725|-2976
52|146683|-58899|-2984
53|146514|-58822|-2976
54|147723|-58063|-2992
55|147714|-58964|-2992
56|148494|-58304|-2992
57|148898|-58340|-2992
58|148752|-58454|-2983
59|148938|-58805|-2976
6|147382|-52496|-2735
60|149233|-57895|-2983
61|149103|-57689|-2984
62|149269|-57541|-2970
63|149720|-57755|-2992
64|149959|-56933|-2992
65|149981|-56641|-2983
66|150516|-57409|-2983
67|150655|-56255|-2983
68|151082|-55593|-2983
69|151276|-55636|-2984
7|147235|-53112|-2735
8|146875|-53110|-2744
9|146563|-53562|-2735
__EOF
