1|146504|25645|-2023
10|145685|23163|-2128
11|145430|24442|-2143
12|144524|24881|-2152
13|144190|25139|-2151
14|144192|25568|-2136
15|144842|25126|-2143
16|145266|25336|-2143
17|145007|25342|-2150
18|144849|26215|-2280
19|144204|26342|-2271
2|146352|25424|-2015
20|143258|26356|-2408
21|144677|26538|-2271
22|144343|27086|-2267
23|145125|24862|-2152
24|144873|23929|-2142
25|144390|23940|-2152
26|144382|23392|-2152
27|144131|22712|-2152
28|143915|22711|-2144
29|143964|23371|-2143
3|146231|24425|-2024
30|143962|23935|-2122
31|144825|23022|-2143
32|145112|22639|-2143
33|144871|22529|-2152
34|144998|23179|-2143
4|145292|23947|-2152
5|145129|23471|-2148
6|145244|23169|-2121
7|145649|23508|-2120
8|145636|22801|-2128
9|145897|22783|-2120
__EOF
