1|16002|142930|-2710
10|21801|145888|-3193
11|21261|145813|-3150
12|18364|144752|-3059
13|19195|144591|-3101
14|18770|144416|-3093
15|19477|143210|-3041
16|21203|144248|-3091
17|20584|144188|-3082
18|19232|144096|-3086
19|19080|144411|-3106
2|15635|142918|-2710
20|16333|146267|-3105
21|16375|146593|-3120
22|17435|147348|-3125
23|17383|147614|-3136
24|17633|146924|-3125
25|17224|146766|-3091
26|19270|146125|-3074
27|19679|146099|-3088
28|19723|145672|-3117
29|18047|144578|-3050
3|16156|143469|-2823
30|18351|144210|-3069
31|19941|144201|-3083
32|19575|144578|-3094
33|19641|143174|-3032
34|20474|144709|-3084
35|20828|144700|-3074
36|20941|145189|-3087
37|20563|145121|-3087
38|21126|143656|-3101
39|20055|143211|-3052
4|15990|144358|-3037
40|19988|142793|-3053
41|18953|142693|-3054
42|18911|142352|-3056
43|17389|143689|-3040
5|16682|144344|-2995
6|16120|144744|-3060
7|16994|144911|-3017
8|17898|145601|-3093
9|19282|145738|-3093
__EOF
