1|90608|147350|-3534
10|81551|144592|-3537
11|81528|143493|-3535
12|81537|146599|-3536
13|81561|146920|-3537
14|81545|147737|-3473
15|82498|147678|-3473
16|82572|148110|-3473
17|82571|148535|-3473
18|82592|149014|-3473
19|82688|149616|-3473
2|88586|147374|-3488
20|83638|149560|-3409
21|83607|149055|-3409
22|83587|148666|-3409
23|83568|148280|-3409
24|83634|147723|-3409
25|81878|149160|-3473
26|81549|149710|-3469
27|81548|150307|-3537
28|81554|150644|-3537
29|81536|152279|-3537
3|85879|147359|-3404
30|81551|152974|-3536
31|81175|148621|-3473
32|79802|148633|-3537
33|79010|148627|-3601
34|78297|148602|-3601
35|77553|148650|-3601
36|76894|148639|-3605
37|81668|148284|-3471
38|84112|148190|-3406
39|84141|148623|-3406
4|83876|147358|-3409
40|84138|149051|-3406
41|85498|148623|-3404
42|87018|148631|-3405
43|85055|146479|-3408
44|85600|146472|-3404
45|80557|144487|-3537
46|81554|145540|-3537
47|80912|145529|-3536
48|80289|145173|-3537
49|79845|145127|-3500
5|83864|146463|-3409
50|79693|145487|-3499
51|79917|145836|-3499
52|80293|145827|-3536
53|82272|146565|-3537
54|82683|146666|-3470
55|83177|146660|-3469
56|80396|146935|-3537
57|80050|147199|-3537
58|80070|146747|-3525
59|79779|146551|-3524
6|83893|144641|-3409
60|79485|146793|-3525
61|79447|147426|-3537
62|80111|147646|-3512
63|80455|147899|-3511
64|80181|148189|-3512
65|79819|148219|-3537
66|79735|147945|-3537
67|79025|149027|-3601
68|78954|149341|-3601
69|78328|149350|-3601
7|83898|143339|-3448
71|77526|148198|-3600
72|79841|149459|-3537
73|80294|149449|-3515
74|80403|149229|-3515
75|79577|150111|-3537
76|79569|150442|-3524
77|79685|150730|-3522
78|80255|150612|-3536
79|79756|149762|-3537
8|83881|141315|-3541
80|80333|150134|-3537
81|81000|150668|-3524
82|81122|150313|-3537
83|82011|150651|-3536
84|82716|150853|-3537
85|83083|150883|-3521
86|83165|150524|-3520
87|83044|150159|-3521
88|82771|150148|-3537
89|85830|149637|-3395
9|82469|144582|-3537
90|85827|153073|-3500
91|82031|149550|-3473
92|80814|150509|-3537
93|83386|147962|-3409
__EOF
